"Category","Case","Title","Status","Backlog Order","Story Points","Assigned To","Area","Priority","Milestone","Date Resolved","User Story","Release Notes","Title"
"Enhancement",139937,"Add Membership Group subtable to Product Mappings","Resolved (To Production)",,0,"TQA Lawton","Admin: Plugin: Mapping","3 – Must Fix","NexMarket v1.0.0","09/12/2023 1:35 PM",,,"Add Membership Group subtable to Product Mappings - Tested on beta, ready for production"
"Enhancement",141846,"Add additional system permissions related to Nexport","Resolved (To Production)",,0,"TQA Lawton","Misc","3 – Must Fix","NexMarket v1.0.0","03/07/2024 12:08 PM",,,"Add additional system permissions related to Nexport - Case tested on Beta and ready for Production through the test process."
"Enhancement",142226,"If a duplicate product is already in the cart for the same category the site should just take take them to the cart","Resolved (To Production)",,0,"TQA Lawton","Customer View: Product Page","3 – Must Fix","NexMarket v1.0.0","09/12/2023 1:41 PM","Customers receive an error if the cart already contains the current product. For the SHCOE sites they would just need the students to go directly to the cart.",,"If a duplicate product is already in the cart for the same category the site should just take take them to the cart - Tested on beta, ready for production"
"Enhancement",144883,"User without Nexport related permissions should not be able to see admin areas that require those permissions","Resolved (To Production)",,0,"TQA Lawton","Admin: Plugin: General","3 – Must Fix","NexMarket v1.0.0","03/07/2024 12:08 PM","After adding the nexport related permission a user without these permissions can still see the area, however, the view content would not load correctly. The view content should not be visible if the user does not have the correct permissions.",,"User without Nexport related permissions should not be able to see admin areas that require those permissions - Case tested on Beta and ready for Production through the test process."
"Enhancement",144974,"Allow admins to selectively pick and choose localization string values to be update","Resolved (To Production)",,0,"TQA Lawton","Admin: Plugin: General","3 – Must Fix","NexMarket v1.0.0","01/22/2025 8:18 PM",,,"Allow admins to selectively pick and choose localization string values to be update - Case tested on Beta and ready for Production through the test process."
"Enhancement",144976,"Redesign Nexport product mapping table layout and column information to be more user friendly","Resolved (To Production)",,0,"TQA Lawton","Admin: Plugin: Mapping","3 – Must Fix","NexMarket v1.0.0","09/12/2023 1:43 PM","Currently the mapping table is too crowded with information. We need to redesign it to make it more user friendly by condensing and combining the information to less column. We also need to redesign the placement of the action buttons.",,"Redesign Nexport product mapping table layout and column information to be more user friendly - Tested on beta, ready for production"
"Enhancement",146822,"Allow admins to go to the store that the order was made directly under order details page from admin area","Resolved (To Production)",,0,"TQA Lawton","Misc","3 – Must Fix","NexMarket v1.0.0","12/13/2023 3:09 PM",,,"Allow admins to go to the store that the order was made directly under order details page from admin area - Tested on beta, ready for production"
"Enhancement",146823,"Allow admins to go to a specific store when impersonate a user","Resolved (To Production)",,0,"TQA Lawton","Misc","3 – Must Fix","NexMarket v1.0.0","01/16/2025 10:40 AM",,,"Allow admins to go to a specific store when impersonate a user - Case tested on Beta and ready for Production through the test process."
"Enhancement",147876,"Customer settings registration field should be able to filter by store","Resolved (To Production)",,0,"TQA Lawton","Admin: Customer","3 – Must Fix","NexMarket v1.0.0","11/17/2023 1:35 PM",,,"Customer settings registration field should be able to filter by store - Tested on beta, ready for production"
"Enhancement",147974,"Admins should be able to filter and find a specific store under the store listing within Stores configuration area","Resolved (To Production)",,0,"TQA Lawton","Admin: Store","3 – Must Fix","NexMarket v1.0.0","09/12/2023 2:10 PM",,,"Admins should be able to filter and find a specific store under the store listing within Stores configuration area - Tested on beta, ready for production"
"Enhancement",147977,"Admins should be able to filter and/or search for specific mapping with the product mapping listing","Resolved (To Production)",,0,"TQA Lawton","Admin: Plugin: Mapping","3 – Must Fix","NexMarket v1.0.0","09/12/2023 2:11 PM","Filters for
Store, NexPort Name, NexPort Type",,"Admins should be able to filter and/or search for specific mapping with the product mapping listing - Tested on beta, ready for production"
"Enhancement",148379,"Nopcommerce admin should be able to show who created an order","Resolved (To Production)",,0,"TQA Lawton","Admin: Order: Retail","3 – Must Fix","NexMarket v1.0.0","02/26/2025 9:39 PM",,,"Nopcommerce admin should be able to show who created an order - Case tested on Beta and ready for Production through the test process."
"Enhancement",154824,"Admin needs to be able to set the scholarship's Funding Pool","Resolved (To Production)",,0,"TQA Lawton","Admin: Plugin: General","3 – Must Fix","NexMarket v1.0.0","11/22/2024 8:47 AM","Each invoice item on an invoice will have a ""Funding Pool"" defined (or not). Eventually this funding pool option will be used to determine what pool of funds were used to purchase a scholarship.

An admin making a purchase for a customer should be able to specify a funding pool that that purchase is being made from. The funding pool is effectively just a string value that can be used for reporting.
",,"Admin needs to be able to set the scholarship's Funding Pool - Case tested on Beta and ready for Production through the test process."
"Enhancement",166593,"Improve customer selection list when making purchase for them","Resolved (To Production)",,0,"TQA Lawton","Misc","3 – Must Fix","NexMarket v1.0.0","12/06/2023 3:25 PM","Customer selection list when making an admin purchase IS NOT PAGINATED",,"Improve customer selection list when making purchase for them - Tested on beta, ready for production"
"Enhancement",167096,"Allow admins to use custom answer page for supplemental questions","Resolved (To Production)",,0,"TQA Lawton","Customer View","3 – Must Fix","NexMarket v1.0.0","08/21/2024 12:24 PM",,,"Allow admins to use custom answer page for supplemental questions - Case tested on Beta and ready for Production through the test process."
"Enhancement",169565,"All changes to product mappings should be logged ","Resolved (To Production)",,0,"TQA Lawton","Misc","3 – Must Fix","NexMarket v1.0.0","09/12/2023 1:37 PM","NexPort needs to introduce a product audit

REUSE THE SAME LOG THAT IS USED FOR CUSTOMER ACTIVITY....Somehow because joe is brilliant",,"All changes to product mappings should be logged  - Tested on beta, ready for production"
"Enhancement",169566,"When a user/admin makes changes to a product or product mapping it should show up in the customer activity log","Resolved (To Production)",,0,"TQA Lawton","Misc","3 – Must Fix","NexMarket v1.0.0","08/21/2024 12:22 PM",,,"When a user/admin makes changes to a product or product mapping it should show up in the customer activity log - Case tested on Beta and ready for Production through the test process."
"Enhancement",169627,"Admin Help Area needs NexMarket Specific Links","Resolved (To Production)",,0,"TQA Lawton","Admin: Plugin: Configuration","3 – Must Fix","NexMarket v1.0.0","02/26/2025 9:40 PM",,,"Admin Help Area needs NexMarket Specific Links - Case tested on Beta and ready for Production through the test process."
"Enhancement",169742,"Customers that made the wholesale purchases should be able to email redemption links to other people","Resolved (To Production)",,0,"TQA Lawton","Customer View: My Orders","3 – Must Fix","NexMarket v1.0.0","08/21/2024 12:23 PM","A customer or Purchasing agent viewing the number of open redemptions for a NexPort Product should be able to assign open redemptions to other users. 

They should get an email this redemption option.
Marketplace should then list redemptions 
- (use api call) available - Not Redeemed or emailed
- (stored in marketplace) waiting on response  - An email sent but not redeemed
- (use api call) already redeemed - A student has used the redemption link
",,"Customers that made the wholesale purchases should be able to email redemption links to other people - Case tested on Beta and ready for Production through the test process."
"Enhancement",170215,"Combine multiple columns of information into fewer","Resolved (To Production)",,0,"TQA Lawton","Admin: Plugin: Mapping","3 – Must Fix","NexMarket v1.0.0","09/12/2023 1:43 PM",,,"Combine multiple columns of information into fewer - Tested on beta, ready for production"
"Enhancement",170217,"Add the option to delete multiple mappings","Resolved (To Production)",,0,"TQA Lawton","Admin: Plugin: Mapping","3 – Must Fix","NexMarket v1.0.0","09/12/2023 1:43 PM",,,"Add the option to delete multiple mappings - Tested on beta, ready for production"
"Enhancement",170254,"Add names next to IDs in detail column of product mappings","Resolved (To Production)",,0,"TQA Lawton","Admin: Plugin: Mapping","3 – Must Fix","NexMarket v1.0.0","09/12/2023 1:43 PM",,,"Add names next to IDs in detail column of product mappings - Tested on beta, ready for production"
"Enhancement",171623,"Admin should be able to set a product mapping as retail or wholesale","Resolved (To Production)",,0,"TQA Lawton","Admin: Plugin: Mapping","3 – Must Fix","NexMarket v1.0.0","08/07/2024 8:38 PM","Sales Model For a Product Mapping:
Wholesale or retail
Retail",,"Admin should be able to set a product mapping as retail or wholesale - Case tested on Beta and ready for Production through the test process."
"Enhancement",171667,"Purchasing agents should be able to buy mutiple seats in multiple courses on the same order","Resolved (To Production)",,0,"TQA Lawton","Customer View: Store Front","3 – Must Fix","NexMarket v1.0.0","03/20/2024 10:21 PM",,,"Purchasing agents should be able to buy mutiple seats in multiple courses on the same order - Case tested on Beta and ready for Production through the test process."
"Enhancement",171669,"admin with permission should be able to see all groups Customer is purchasing agent on","Resolved (To Production)",,0,"TQA Lawton","Admin: Customer","3 – Must Fix","NexMarket v1.0.0","12/06/2024 11:45 AM","create a view that shows all org/groups for a purchasing agent customer",,"admin with permission should be able to see all groups Customer is purchasing agent on - Case tested on Beta and ready for Production through the test process."
"Enhancement",171670,"admin with permission should be able to see list of products assigned to a group","Resolved (To Production)",,0,"TQA Lawton","Customer View: My Orders","3 – Must Fix","NexMarket v1.0.0","03/12/2024 1:23 PM",,,"admin with permission should be able to see list of products assigned to a group - Case tested on Beta and ready for Production through the test process."
"Enhancement",171740,"Purchasing Agents should be able to purchase wholesale items without specifying a purchasing group","Resolved (To Production)",,0,"TQA Lawton","Admin: Order: Retail","3 – Must Fix","NexMarket v1.0.0","03/20/2024 10:21 PM","An admin should be able to assign a purchasing group to an order after the fact??
",,"Purchasing Agents should be able to purchase wholesale items without specifying a purchasing group - Case tested on Beta and ready for Production through the test process."
"Enhancement",172618,"purchasing agent should be able to see list of wholesale purchase groups","Resolved (To Production)",,0,"TQA Lawton","Customer View: My Orders","3 – Must Fix","NexMarket v1.0.0","03/20/2024 10:21 PM",,,"purchasing agent should be able to see list of wholesale purchase groups - Case tested on Beta and ready for Production through the test process."
"Enhancement",172619,"purchasing agent should be able to see list of products for a wholesale purchase group","Resolved (To Production)",,0,"TQA Lawton","Customer View: My Orders","3 – Must Fix","NexMarket v1.0.0","03/20/2024 10:21 PM",,,"purchasing agent should be able to see list of products for a wholesale purchase group - Case tested on Beta and ready for Production through the test process."
"Enhancement",172622,"Purchasing agents should see option to select group at checkout","Resolved (To Production)",,0,"TQA Lawton","Customer View: My Orders","3 – Must Fix","NexMarket v1.0.0","03/20/2024 10:22 PM",,,"Purchasing agents should see option to select group at checkout - Case tested on Beta and ready for Production through the test process."
"Enhancement",172623,"Purchasing agents should have option to select ""none"" for group at checkout","Resolved (To Production)",,0,"TQA Lawton","Customer View: My Orders","3 – Must Fix","NexMarket v1.0.0","03/20/2024 10:22 PM",,,"Purchasing agents should have option to select ""none"" for group at checkout - Case tested on Beta and ready for Production through the test process."
"Enhancement",172624,"Purchasing agents should be able to buy a single seat if they wish to","Resolved (To Production)",,0,"TQA Lawton","Customer View: Store Front","3 – Must Fix","NexMarket v1.0.0","03/20/2024 10:22 PM",,,"Purchasing agents should be able to buy a single seat if they wish to - Case tested on Beta and ready for Production through the test process."
"Enhancement",172628,"list of wholesale purchase groups should be paginated","Resolved (To Production)",,0,"TQA Lawton","Misc","3 – Must Fix","NexMarket v1.0.0","03/12/2024 1:11 PM",,,"list of wholesale purchase groups should be paginated - Case tested on Beta and ready for Production through the test process."
"Enhancement",172629,"products list for wholesale purchase groups should be paginated","Resolved (To Production)",,0,"TQA Lawton","Customer View: My Orders","3 – Must Fix","NexMarket v1.0.0","03/20/2024 10:21 PM",,,"products list for wholesale purchase groups should be paginated - Case tested on Beta and ready for Production through the test process."
"Enhancement",172630,"only users with purchasing agent permission should be able to see list of products for wholesale purchase groups","Resolved (To Production)",,0,"TQA Lawton","Customer View: My Orders","3 – Must Fix","NexMarket v1.0.0","03/21/2024 12:59 PM",,,"only users with purchasing agent permission should be able to see list of products for wholesale purchase groups - Case tested on Beta and ready for Production through the test process."
"Enhancement",172631,"only users with purchasing agent permission should be able to see groups list","Resolved (To Production)",,0,"TQA Lawton","Customer View: My Orders","3 – Must Fix","NexMarket v1.0.0","03/20/2024 10:21 PM",,,"only users with purchasing agent permission should be able to see groups list - Case tested on Beta and ready for Production through the test process."
"Enhancement",172632,"purchasing agent should be able to filter list of wholesale purchase groups","Resolved (To Production)",,0,"TQA Lawton","Customer View: My Orders","3 – Must Fix","NexMarket v1.0.0","03/20/2024 10:21 PM",,,"purchasing agent should be able to filter list of wholesale purchase groups - Case tested on Beta and ready for Production through the test process."
"Enhancement",172633,"purchasing agent should be able to filter list of products for wholesale purchase group","Resolved (To Production)",,0,"TQA Lawton","Misc","3 – Must Fix","NexMarket v1.0.0","03/20/2024 10:21 PM",,,"purchasing agent should be able to filter list of products for wholesale purchase group - Case tested on Beta and ready for Production through the test process."
"Enhancement",172634,"purchase group selector should be hidden if user is not a purchasing agent","Resolved (To Production)",,0,"TQA Lawton","Customer View: My Orders","3 – Must Fix","NexMarket v1.0.0","03/12/2024 1:08 PM",,,"purchase group selector should be hidden if user is not a purchasing agent - Case tested on Beta and ready for Production through the test process."
"Enhancement",172852,"Purchasing agents should be able to add more than one of an item to the shopping cart","Resolved (To Production)",,0,"TQA Lawton","Customer View: Store Front","3 – Must Fix","NexMarket v1.0.0","03/12/2024 1:05 PM",,,"Purchasing agents should be able to add more than one of an item to the shopping cart - Case tested on Beta and ready for Production through the test process."
"Enhancement",173008,"checkout should be able to handle products with different subscription orgs","Resolved (To Production)",,0,"TQA Lawton","Customer View: Store Front","3 – Must Fix","NexMarket v1.0.0","03/12/2024 1:01 PM","Does the system already handle this scenario?
Student purchasing 3 products with different subscription orgs specified on the product mapping:

Product 1 has a Subscription org of OrgA
Product 2 has a Subscription org of OrgB
Product 3 has a Subscription org of OrgC

When those products are redeemed by a student the student should receive a subscription in the specified Org for that product AND the enrollment should belong to the specified org

For instance if the products are all set as auto-redeem the customer would get 3 subscriptions. ",,"checkout should be able to handle products with different subscription orgs - Case tested on Beta and ready for Production through the test process."
"Enhancement",173443,"Action endpoint to receive students redeeming a product","Resolved (To Production)",,0,"TQA Lawton","Customer View: My Orders","3 – Must Fix","NexMarket v1.0.0","08/21/2024 12:24 PM",,,"Action endpoint to receive students redeeming a product - Case tested on Beta and ready for Production through the test process."
"Enhancement",174626,"admin should be able to create a mapping to a catalog that is open ended","Resolved (To Production)",,0,"TQA Lawton","Admin: Plugin: Mapping","3 – Must Fix","NexMarket v1.0.0","03/12/2024 12:59 PM","when creating a mapping there should be an option next to a catalog so that if you select the catalog and select that option then the mapping is open ended allowing the section to be redeemed to be selected at the time of redemption. If a specific section is selected then this option should be disabled",,"admin should be able to create a mapping to a catalog that is open ended - Case tested on Beta and ready for Production through the test process."
"Enhancement",174920,"Purchasing agents should able to choose to redeem the product assignment directly or send out a redemption email to users","Resolved (To Production)",,0,"TQA Lawton","Admin: Order: Retail","3 – Must Fix","NexMarket v1.0.0","03/12/2024 1:24 PM","In some cases, admin will need the ability to redeem the product assignment for wholesale order directly without the interaction from users. Marketplace should provide an option to do this within the assignment UI.",,"Purchasing agents should able to choose to redeem the product assignment directly or send out a redemption email to users - Case tested on Beta and ready for Production through the test process."
"Enhancement",175229,"wholesale: display purchased for ""group"" on order details page","Resolved (To Production)",,0,"TQA Lawton","Customer View: Checkout","3 – Must Fix","NexMarket v1.0.0","11/22/2024 8:47 AM","add a text display on the order details page that shows which group the order was purchased for if it was a wholesale order.(order details is the page that can be displayed when you click continue after an item has been purchased)",,"wholesale: display purchased for ""group"" on order details page - Case tested on Beta and ready for Production through the test process."
"Enhancement",175568,"marketplace should have a task that resets redemptions so they can be assigned to a new/different customer","Resolved (To Production)",,0,"TQA Lawton","Misc","3 – Must Fix","NexMarket v1.0.0","08/21/2024 1:37 PM","create scheduled Task to reset a redemption",,"marketplace should have a task that resets redemptions so they can be assigned to a new/different customer - Case tested on Beta and ready for Production through the test process."
"Enhancement",176031,"Marketplace My Training should not allow students to launch training that starts in the future","Resolved (To Production)",,0,"TQA Lawton","Admin: Order: Retail","3 – Must Fix","NexMarket v1.0.0","02/20/2025 9:08 AM",,,"Marketplace My Training should not allow students to launch training that starts in the future - Case tested on Beta and ready for Production through the test process."
"Enhancement",176082,"purchasing agent should only see groups they have permisson on","Resolved (To Production)",,0,"TQA Lawton","Misc","3 – Must Fix","NexMarket v1.0.0","03/21/2024 12:59 PM",,,"purchasing agent should only see groups they have permisson on - Case tested on Beta and ready for Production through the test process."
"Enhancement",176083,"purchasing agent should only see products they have permisson on","Resolved (To Production)",,0,"TQA Lawton","Misc","3 – Must Fix","NexMarket v1.0.0","03/12/2024 12:46 PM",,,"purchasing agent should only see products they have permisson on - Case tested on Beta and ready for Production through the test process."
"Enhancement",176092,"purchasing agents should be able to see a list of redemptions for a product purchased for a wholesale purchase group","Resolved (To Production)",,0,"TQA Lawton","Admin: Order: Wholesale","3 – Must Fix","NexMarket v1.0.0","03/12/2024 12:44 PM","display a list of redemptions and there statuses: what student they are attached to and whether they are assigned awaiting or available",,"purchasing agents should be able to see a list of redemptions for a product purchased for a wholesale purchase group - Case tested on Beta and ready for Production through the test process."
"Enhancement",176189,"Admins and Purchasing agents should be able to refresh the group table views","Resolved (To Production)",,0,"TQA Lawton","Misc","3 – Must Fix","NexMarket v1.0.0","11/22/2024 8:47 AM","A refresh button??

The refresh would allow them to see the latest redemption data for the groups",,"Admins and Purchasing agents should be able to refresh the group table views - Case tested on Beta and ready for Production through the test process."
"Enhancement",176223,"Admins should be able to define a list of funding pools with a ""friendly name"", unique code, and an optional description","Resolved (To Production)",,0,"TQA Lawton","Admin: Plugin: General","3 – Must Fix","NexMarket v1.0.0","01/22/2025 8:25 PM",,,"Admins should be able to define a list of funding pools with a ""friendly name"", unique code, and an optional description - Case tested on Beta and ready for Production through the test process."
"Enhancement",176246,"nexport wholesale group products assignments list should display date assigned","Resolved (To Production)",,0,"TQA Lawton","Misc","3 – Must Fix","NexMarket v1.0.0","09/10/2024 6:28 PM",,,"nexport wholesale group products assignments list should display date assigned - Case tested on Beta and ready for Production through the test process."
"Enhancement",176315,"View wholesale purchases with no purchasing group","Resolved (To Production)",,0,"TQA Lawton","Admin: Order: Wholesale","3 – Must Fix","NexMarket v1.0.0","01/04/2024 4:46 PM","users who do not have purchasing agent permissions should still be able to view wholesale purchases and make redemptions, unassign redemptions, ect for those purchases.
should show up in the table as no group",,"View wholesale purchases with no purchasing group - Tested on beta, ready for production"
"Enhancement",177192,"redeem by email page should use localization strings or topic to display whats on screen","Resolved (To Production)",,0,"TQA Lawton","Admin: Order: Wholesale","3 – Must Fix","NexMarket v1.0.0","02/21/2024 9:40 PM","admins should be able to configure what is displayed on this page",,"redeem by email page should use localization strings or topic to display whats on screen - Case tested on Beta and ready for Production through the test process."
"Enhancement",177194,"Redeem by email page should require authorization to view","Resolved (To Production)",,0,"TQA Lawton","Admin: Order: Wholesale","3 – Must Fix","NexMarket v1.0.0","02/21/2024 9:41 PM","should prompt the user to login or register. if they havent visited the site before they should be able to register and view the page

If a user gets to the redeem page and isn't logged in:
Ask them to log in -> they log in -> redirect back to the redeem page

If the logged in user isn't the redemption user:
Notify them that they are not permitted to use this redemption",,"Redeem by email page should require authorization to view - Case tested on Beta and ready for Production through the test process."
"Enhancement",177265,"An admin should be able to order multiple products in the wholesale order screen","Resolved (To Production)",,0,"TQA Lawton","Admin: Order: Wholesale","3 – Must Fix","NexMarket v1.0.0","08/21/2024 12:20 PM","An admin should be able to order multiple products in the wholesale order screen",,"An admin should be able to order multiple products in the wholesale order screen - Case tested on Beta and ready for Production through the test process."
"Enhancement",177450,"user must be registered to see ""nexport wholesale purchases"" page","Resolved (To Production)",,0,"TQA Lawton","Admin: Order: Wholesale","3 – Must Fix","NexMarket v1.0.0","09/10/2024 6:19 PM",,,"user must be registered to see ""nexport wholesale purchases"" page - Case tested on Beta and ready for Production through the test process."
"Enhancement",177488,"Customers should be able to filter the list of assigned seats to either Unassigned, Assigned or Show All","Resolved (To Production)",,0,"TQA Lawton","Customer View","3 – Must Fix","NexMarket v1.0.0","11/22/2024 9:07 AM",,,"Customers should be able to filter the list of assigned seats to either Unassigned, Assigned or Show All - Case tested on Beta and ready for Production through the test process."
"Enhancement",177994,"customer list on redemption assignment page should be populated by nexport","Resolved (To Production)",,0,"TQA Lawton","Admin: Order: Wholesale","3 – Must Fix","NexMarket v1.0.0","09/10/2024 6:15 PM","customer list on redemption assignment page should be populated by nexport. currently it is being populated by the marketplace customer table in the database. needs to come from the api",,"customer list on redemption assignment page should be populated by nexport - Case tested on Beta and ready for Production through the test process."
"Enhancement",178204,"wholesale purchasers should be able to see the email of the person a scholarship is assigned to","Resolved (To Production)",,0,"TQA Lawton","Admin: Order: Wholesale","3 – Must Fix","NexMarket v1.0.0","02/21/2024 10:22 PM",,,"wholesale purchasers should be able to see the email of the person a scholarship is assigned to - Case tested on Beta and ready for Production through the test process."
"Enhancement",178205,"wholesale purchasers should be able to see number of available assignments for a product","Resolved (To Production)",,0,"TQA Lawton","Admin: Order: Wholesale","3 – Must Fix","NexMarket v1.0.0","09/10/2024 6:20 PM",,,"wholesale purchasers should be able to see number of available assignments for a product - Case tested on Beta and ready for Production through the test process."
"Enhancement",178572,"admins should be able to map an open ended product to a nopcommerce category","Resolved (To Production)",,0,"TQA Lawton","Admin: Product Page","3 – Must Fix","NexMarket v1.0.0","09/10/2024 6:17 PM","open ended product needs ability to get its list from a nop category",,"admins should be able to map an open ended product to a nopcommerce category - Case tested on Beta and ready for Production through the test process."
"Enhancement",178573,"product mapping popup should display option to map product to marketplace category","Resolved (To Production)",,0,"TQA Lawton","Admin: Product Page","3 – Must Fix","NexMarket v1.0.0","08/07/2024 8:38 PM",,,"product mapping popup should display option to map product to marketplace category - Case tested on Beta and ready for Production through the test process."
"Enhancement",178575,"assign redemption from should have a link to users profile","Resolved (To Production)",,0,"TQA Lawton","Admin: Order: Wholesale","3 – Must Fix","NexMarket v1.0.0","09/10/2024 6:15 PM","in the users list section of the assign redemption form each user list item should have a clickable link to that user's profile page",,"assign redemption from should have a link to users profile - Case tested on Beta and ready for Production through the test process."
"Enhancement",178577,"wholesale managers should be able to filter redemption product list by available,awaiting, assigned","Resolved (To Production)",,0,"TQA Lawton","Admin: Order: Wholesale","3 – Must Fix","NexMarket v1.0.0","09/10/2024 6:20 PM","assign redemption product list page should have a ""any  available filter""",,"wholesale managers should be able to filter redemption product list by available,awaiting, assigned - Case tested on Beta and ready for Production through the test process."
"Enhancement",178578,"Wholesale managers should be able to filter redemption product list by funding pool","Resolved (To Production)",,0,"TQA Lawton","Admin: Order: Wholesale","3 – Must Fix","NexMarket v1.0.0","02/26/2025 9:36 PM","wholesale managers should be able to filter redemption product list by funding pool",,"Wholesale managers should be able to filter redemption product list by funding pool - Case tested on Beta and ready for Production through the test process."
"Enhancement",179069,"Purchasing Group Options should not show up if the Customer Is Not in a Purchasing Group","Resolved (To Production)",,0,"TQA Lawton","Customer View: My Orders","3 – Must Fix","NexMarket v1.0.0","12/06/2024 11:43 AM","Look at the image below",,"Purchasing Group Options should not show up if the Customer Is Not in a Purchasing Group - Case tested on Beta and ready for Production through the test process."
"Enhancement",179070,"For wholesale orders the order completion page should give them the option to start assigning also","Resolved (To Production)",,0,"TQA Lawton","Customer View","3 – Must Fix","NexMarket v1.0.0","02/21/2024 9:21 PM",,,"For wholesale orders the order completion page should give them the option to start assigning also - Case tested on Beta and ready for Production through the test process."
"Enhancement",179072,"Customers should be able to see how much training they have on hand from each product page","Resolved (To Production)",,0,"TQA Lawton","Customer View: Product Page","3 – Must Fix","NexMarket v1.0.0","08/07/2024 9:04 PM",,,"Customers should be able to see how much training they have on hand from each product page - Case tested on Beta and ready for Production through the test process."
"Enhancement",179084,"Nexport wholesale Purchases tab should not appear if user only has purchases consumed by the user","Resolved (To Production)",,0,"TQA Lawton","Customer View","3 – Must Fix","NexMarket v1.0.0","03/06/2024 4:55 PM",,,"Nexport wholesale Purchases tab should not appear if user only has purchases consumed by the user - Case tested on Beta and ready for Production through the test process."
"Enhancement",179095,"Person's name should present in the header of Marketplace","Resolved (To Production)",,0,"TQA Lawton","Customer View","3 – Must Fix","NexMarket v1.0.0","08/07/2024 9:04 PM",,,"Person's name should present in the header of Marketplace - Case tested on Beta and ready for Production through the test process."
"Enhancement",179263,"Students redeeming a seat through email should be FORCED to reenter their credentials before the redemption is processed ","Resolved (To Production)",,0,"TQA Lawton","Customer View","3 – Must Fix","NexMarket v1.0.0","08/21/2024 12:25 PM","Students redeeming a seat through email should be FORCED to reenter their credentials before the redemption is processed even if the student is already logged in or another student is logged in.

- Should it force them to log out?
    - If they enter proper credentials for a different account then it should log them out of the account they are logged into and use the different account?",,"Students redeeming a seat through email should be FORCED to reenter their credentials before the redemption is processed  - Case tested on Beta and ready for Production through the test process."
"Enhancement",179264,"Only Admins should be able to unassign a redemption others should have the option to REQUEST UNASSIGN","Resolved (To Production)",,0,"TQA Lawton","Customer View","3 – Must Fix","NexMarket v1.0.0","08/07/2024 8:43 PM","The Unassign button should ONLY be available to an employee within the Administration console of Marketplace.

Smart Horizons has different products with different limitations to when training can be refunded/restored for reuse that would include ability to unassign a redemption - that would have to be verified to make sure it would qualify. 

For purchasers/purchasing agents that are NOT employees, the Unassign button should be a REQUEST that is sent to Customer Service for the redemption to be restored and that request would follow the established vetting process and receive a response from CS about status.",,"Only Admins should be able to unassign a redemption others should have the option to REQUEST UNASSIGN - Case tested on Beta and ready for Production through the test process."
"Enhancement",179422,"Admins should be able to refund unused redemptions","Resolved (To Production)",,0,"TQA Lawton","Misc","3 – Must Fix","NexMarket v1.0.0","02/20/2025 9:10 AM","Here is a scenario:

Acme Library has 15 seats available. They want to take back 5 of those seats that haven't been assigned yet. 

The admin should perform a refund for 5 seats from one order. 
The available redemptions for that group should now be 10.",,"Admins should be able to refund unused redemptions - Case tested on Beta and ready for Production through the test process."
"Enhancement",179473,"link to groups in breadcrumbs should be hidden if customer doesnt  have purchasing agent permissions","Resolved (To Production)",,0,"TQA Lawton","Admin: Order: Wholesale","3 – Must Fix","NexMarket v1.0.0","08/07/2024 9:04 PM","hide the link to view groups on the group products page if the user doesnt have purchasing agent permissions",,"link to groups in breadcrumbs should be hidden if customer doesnt  have purchasing agent permissions - Case tested on Beta and ready for Production through the test process."
"Enhancement",179821,"redemption form allow customer to enter info and suggest existing","Resolved (To Production)",,0,"TQA Lawton","Admin: Order: Wholesale","3 – Must Fix","NexMarket v1.0.0","08/21/2024 12:21 PM","customer should be able to enter redeeming user info and then if matching customers exist, suggest them for the customer to use. otherwise treat as if you are emailing redemption to a customer that doesnt exist",,"redemption form allow customer to enter info and suggest existing - Case tested on Beta and ready for Production through the test process."
"Enhancement",180046,"product mapping details page should display relevant info for product mapped to category","Resolved (To Production)",,0,"TQA Lawton","Admin: Product Page","3 – Must Fix","NexMarket v1.0.0","08/07/2024 8:38 PM",,,"product mapping details page should display relevant info for product mapped to category - Case tested on Beta and ready for Production through the test process."
"Enhancement",180047,"categories list should be able to be filtered by whether they have a product mapped to them","Resolved (To Production)",,0,"TQA Lawton","Admin: Product Page","3 – Must Fix","NexMarket v1.0.0","08/07/2024 8:38 PM",,,"categories list should be able to be filtered by whether they have a product mapped to them - Case tested on Beta and ready for Production through the test process."
"Enhancement",180048,"categories that have a product mapped to them should display it on their edit page","Resolved (To Production)",,0,"TQA Lawton","Admin: Product Page","3 – Must Fix","NexMarket v1.0.0","08/07/2024 8:38 PM",,,"categories that have a product mapped to them should display it on their edit page - Case tested on Beta and ready for Production through the test process."
"Enhancement",180337,"combine nexport groups and product pages into one for wholesale purchases","Resolved (To Production)",,0,"TQA Lawton","Admin: Order: Wholesale","3 – Must Fix","NexMarket v1.0.0","08/07/2024 9:04 PM",,,"combine nexport groups and product pages into one for wholesale purchases - Case tested on Beta and ready for Production through the test process."
"Enhancement",180497,"purchasers should not see group info on purchases page if they don't have actaspurchasingagent permissions","Resolved (To Production)",,0,"TQA Lawton","Admin: Order: Wholesale","3 – Must Fix","NexMarket v1.0.0","08/07/2024 9:04 PM",,,"purchasers should not see group info on purchases page if they don't have actaspurchasingagent permissions - Case tested on Beta and ready for Production through the test process."
